"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","experience","overall",0.874164353560703,0.00929617901269455,6964.58244323951,0.855941010502943,0.892387696618464,94.0348020801852,0
"exp2","average","overall",0.744404445113608,0.00758916289348974,7783.05858896393,0.72952764564396,0.759281244583256,98.0878201668573,0
