"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X10",-0.871909561946672,0.167658813510958,161,-5.20049941716714,1.78149446428133e-06,NA,NA
"noise_overall","X2 - X20",-0.322430432628558,0.180434998787384,161,-1.78696170252699,0.17719719858604,NA,NA
"noise_overall","X10 - X20",0.549479129318114,0.13993668501741,161,3.92662674015574,0.000373364777296659,NA,NA
"noise_within_condition","X2 - X10",-0.999272472853186,0.230466573256675,161,-4.33586727451481,7.54407572207683e-05,"average",NA
"noise_within_condition","X2 - X20",-0.386647613862047,0.24802892848447,161,-1.55888112013618,0.266540173852648,"average",NA
"noise_within_condition","X10 - X20",0.612624858991139,0.19235927771106,161,3.18479496430297,0.00492503566221381,"average",NA
"noise_within_condition","X2 - X10",-0.744546651040158,0.243563276384053,161,-3.05689208198263,0.00734867688980623,"experience",NA
"noise_within_condition","X2 - X20",-0.25821325139507,0.262123645984978,161,-0.98508187014104,0.587341211994752,"experience",NA
"noise_within_condition","X10 - X20",0.486333399645088,0.203290460998855,161,2.39230801708806,0.0468011154057669,"experience",NA
"condition_within_noise","average - experience",0.935236608663976,0.348475022958798,161,2.68379811190816,0.00804003396802659,NA,"X2"
"condition_within_noise","average - experience",1.189962430477,0.325053212639644,161,3.66082347199012,0.000340496619060448,NA,"X10"
"condition_within_noise","average - experience",1.06367097113095,0.319707992467427,161,3.32700775767851,0.00108766240740874,NA,"X20"
