"experiment","condition","term","b","SE","df","t","p"
"exp2","experience","(Intercept)",23.4529485049464,0.291604082932965,76.157960121495,80.4273666851842,2.04500518419384e-75
"exp2","experience","meanVal_c",0.874164353560703,0.00929617901269455,6964.58244323951,94.0348020801852,0
"exp2","experience","array_length1",-1.42977068571876,0.179165746052002,76.3796145318028,-7.98015645972742,1.1659789080496e-11
"exp2","experience","array_length2",0.856379068034625,0.108054241066004,77.6182740801028,7.9254553970863,1.35031504511307e-11
"exp2","experience","meanVal_c:array_length1",0.0472627693042091,0.0132045222603108,6940.03301649459,3.57928657867979,0.000346886223979549
"exp2","experience","meanVal_c:array_length2",-0.0445397154145772,0.0131216716564881,6919.72644004226,-3.39436289678488,0.000691748926468575
"exp2","average","(Intercept)",22.0971025837539,0.293888312038055,85.0437059505943,75.1887764114026,1.4462170125553e-79
"exp2","average","meanVal_c",0.744404445113608,0.00758916289348974,7783.05858896393,98.0878201668573,0
"exp2","average","array_length1",-0.890235771305226,0.136329054728019,85.5711473115786,-6.53005166859901,4.47506527387873e-09
"exp2","average","array_length2",0.64461484518401,0.0822403829247943,84.3401377241076,7.83817903393624,1.24930984004213e-11
"exp2","average","meanVal_c:array_length1",0.0675164222037053,0.0107918377189126,7748.29656364764,6.25624883937827,4.15294901993772e-10
"exp2","average","meanVal_c:array_length2",-0.0639386028351349,0.0107555480817767,7739.50265554306,-5.94470893988814,2.88963977670143e-09
