"experiment","comparison_set","contrast","condition","estimate","SE","df","t.ratio","p.value","array_length"
"exp2","noise_within_condition","array_length2 - array_length10","average",0.135442937844791,0.0242035474568604,160.402337831679,5.59599530135821,2.77723298247601e-07,NA
"exp2","noise_within_condition","array_length2 - array_length20","average",0.0772614574798356,0.0267529284821724,156.923498181213,2.88796262178629,0.0122423443063984,NA
"exp2","noise_within_condition","array_length10 - array_length20","average",-0.0581814803649557,0.0203321772166494,158.108268747932,-2.86154698264742,0.0132111545002848,NA
"exp2","noise_within_condition","array_length2 - array_length10","experience",0.0915658227267507,0.0256586553248661,161.834558547598,3.56861345878921,0.00136609225162132,NA
"exp2","noise_within_condition","array_length2 - array_length20","experience",0.0435440314003741,0.0284925322889213,161.765506517196,1.52826119345332,0.280415883442456,NA
"exp2","noise_within_condition","array_length10 - array_length20","experience",-0.0480217913263766,0.021707997603931,165.424280385707,-2.2121704729542,0.0720703941320062,NA
"exp2","condition_within_noise","average - experience",NA,-0.105926673835196,0.0408178107280299,161.282275291909,-2.59510914343222,0.010328003607164,"2"
"exp2","condition_within_noise","average - experience",NA,-0.149803788953237,0.0379622038971492,164.489200609537,-3.94612992857578,0.000117431679293036,"10"
"exp2","condition_within_noise","average - experience",NA,-0.139644099914658,0.0363747488758513,161.510677316594,-3.83903955986801,0.00017699475024259,"20"
