"experiment","window","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","low","2",17.6644914217923,0.207378718056539,348.011208754904,17.2566181291926,18.072364714392,85.1798660312691,3.74199131915013e-235
"exp2","low","10",17.8705369118493,0.271747207594489,675.41866006816,17.3369660314581,18.4041077922406,65.7616211406168,8.21611205792796e-296
"exp2","low","20",17.8106144851312,0.212309014187224,370.026248576494,17.3931309444041,18.2280980258583,83.8900531534897,6.99113465132091e-243
"exp2","high","2",33.6561909220331,0.302855242648667,260.697576841892,33.0598370390225,34.2525448050436,111.129629547396,1.29728003692079e-221
"exp2","high","10",33.5378674037689,0.283408845788924,250.156563602714,32.9796958365351,34.0960389710027,118.337405137831,1.26927270115491e-221
"exp2","high","20",32.9913200366306,0.306199387613377,258.008492678412,32.388351871612,33.5942882016492,107.744565702029,1.60197250531576e-216
