"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2","low","array_length",7.57475860275932,3.78737930137966,2,1160.39199655014,0.294872665114874,0.744682177495224
"exp2","low","condition",14.9216231530642,14.9216231530642,1,162.859591589861,1.16174759295459,0.282697294580126
"exp2","low","array_length:condition",24.9268122870465,12.4634061435232,2,1160.39199656533,0.970359051339544,0.379254229750962
"exp2","high","array_length",27.017554259275,13.5087771296375,2,431.905157603897,1.65613677007389,0.192084747850061
"exp2","high","condition",27.6526011160312,27.6526011160312,1,93.8763325481082,3.3901284370123,0.0687459546162117
"exp2","high","array_length:condition",1.39717383051913,0.698586915259565,2,431.905157616844,0.0856447231567364,0.917935874114451
