"experiment","term","b","SE","df","t","p"
"exp2","(Intercept)",22.7746604443178,0.207523218454117,161.005007474036,109.745119673697,3.02187937838205e-153
"exp2","meanVal_c",0.809743129754357,0.0163593995983723,161.126089194125,49.497117842572,2.27908707993734e-99
"exp2","array_length1",-0.790959002413984,0.112363395290334,161.168131280902,-7.03929425032269,5.26730972109226e-11
"exp2","array_length2",1.21118022009763,0.0638552147319644,159.811787641767,18.9676007696728,9.17640113669993e-43
"exp2","condition1",-0.677201740659901,0.207523218454117,161.005007488722,-3.26325770053354,0.00134502644173583
"exp2","meanVal_c:array_length1",0.0579690415752919,0.0113759116509244,161.760473338953,5.09577107787941,9.59098679438682e-07
"exp2","meanVal_c:array_length2",-0.0555353387104791,0.00870836476426405,155.66436134255,-6.37724075803253,1.95495168783825e-09
"exp2","meanVal_c:condition1",-0.0658957604505151,0.0163593995983723,161.126089195507,-4.02800604351468,8.64636076668214e-05
"exp2","array_length1:condition1",0.241820824165359,0.112363395290334,161.168131273504,2.15213169324869,0.0328754168586432
"exp2","array_length2:condition1",-0.139637551804233,0.0638552147319644,159.811787654567,-2.18678384201461,0.0302119554802999
"exp2","meanVal_c:array_length1:condition1",0.012932423532917,0.0113759116509244,161.760473315474,1.13682524352817,0.257292605532479
"exp2","meanVal_c:array_length2:condition1",-0.00900613402610327,0.00870836476426405,155.664361280491,-1.03419347603136,0.302649725680716
