"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"exp2","average","2",86,0.224196764313878,1.65866208290114,-1.74070848402244,5.05803264982472
"exp2","average","10",86,0.209562035461486,2.71823099381239,1.04079602567975,4.39566596194503
"exp2","average","20",86,0.207452775898527,2.19151378337425,-1.0616721134163,5.4446996801648
"exp2","experience","2",77,0.270073637329608,0.723425474237163,-1.68759162915007,3.1344425776244
"exp2","experience","10",77,0.252338842556652,1.48338540968411,1.40776550289537,1.55900531647285
"exp2","experience","20",77,0.261016999323046,0.994568364535897,-0.73482880755608,2.72396553662787
