"experiment","condition","array_length","n","mean_z","se_z","mean_r","ci_low_r","ci_high_r"
"exp2","average","2",86,1.13243478780262,0.0341527860649333,0.811850918880066,0.787758035570932,0.833463640694231
"exp2","average","10",86,0.957308795965916,0.0315786207008367,0.743074044216817,0.714057866264803,0.76954167035245
"exp2","average","20",86,1.0177871121497,0.0298768018617198,0.768963677818349,0.743932576587854,0.791839999725322
"exp2","experience","2",77,1.12484140729424,0.0371753301208706,0.80924634365492,0.782574080832038,0.832953262116757
"exp2","experience","10",77,1.02953299385897,0.0367731576380898,0.773720971921335,0.743140679579429,0.801076011612824
"exp2","experience","20",77,1.04366109849151,0.02980313552161,0.779329686265696,0.755328307246975,0.801243214832846
