"experiment","model","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","combined","average","2",0.747398409031573,0.0180602812182233,142.586147875255,0.711697907822652,0.783098910240493,41.3835421497993,2.50438060529025e-81
"exp2","combined","experience","2",0.651369394907239,0.0181063950122076,115.429048818148,0.615505528460656,0.687233261353822,35.9745490180721,1.46244191513182e-64
"exp2","combined","average","10",0.768669062240907,0.0216112183224168,168.499480087592,0.726005432558295,0.811332691923519,35.5680577917064,3.00105444390785e-80
"exp2","combined","experience","10",0.680975371825305,0.0214994672581041,134.724532913592,0.638455255226804,0.723495488423806,31.6740579499064,2.7529080535472e-64
"exp2","combined","average","20",0.747759449833834,0.0208358689002301,153.043132468252,0.706596401507283,0.788922498160386,35.8880857531973,2.05298271403845e-76
"exp2","combined","experience","20",0.651142342254565,0.020940790207272,127.297389533523,0.609705228624574,0.692579455884557,31.0944494362227,2.57350301664474e-61
"exp2","experience","experience","2",0.653624904193487,0.018886572994972,55.3685438731795,0.615781028031952,0.691468780355022,34.6079145415897,3.41609208470097e-39
"exp2","experience","experience","10",0.683088706026091,0.0223881910380673,70.4867784347311,0.638442287662421,0.72773512438976,30.5111165464246,2.36324911997854e-42
"exp2","experience","experience","20",0.654418524879296,0.0222964010351321,67.0473327644425,0.609915299661346,0.698921750097246,29.3508590847527,5.47863893420822e-40
"exp2","average","average","2",0.745740385128247,0.0175095271387998,75.2785382578871,0.710861733714961,0.780619036541533,42.5905496600044,1.95116446532616e-54
"exp2","average","average","10",0.766307254722176,0.0207047469520467,79.3734840813026,0.725098501760725,0.807516007683627,37.0111866856903,7.9375249913625e-52
"exp2","average","average","20",0.744104107599808,0.0193879987434565,70.3620348628528,0.70543946099295,0.782768754206666,38.3796242946912,6.37265702113985e-49
