"experiment","condition","term","b","SE","df","t","p"
"exp2","experience","(Intercept)",23.4502943799021,0.292511918352235,76.0334498663983,80.1686800045659,3.23526962160286e-75
"exp2","experience","meanVal_c",0.873057552166267,0.0173380788522214,231.395015381746,50.3549187662397,1.13720362545781e-126
"exp2","experience","array_length1",-1.02559984445746,0.0846032865888489,6860.8899429661,-12.1224586633569,1.76327011449707e-33
"exp2","experience","array_length2",1.34210373541865,0.0845960022467079,6864.16774457362,15.8648600380035,1.07443472893877e-55
"exp2","experience","meanVal_c:array_length1",0.0441496101808458,0.0249809454867831,147.669793828185,1.76733143283966,0.0792382948825394
"exp2","experience","meanVal_c:array_length2",-0.0438221566495886,0.0247505601061554,154.172508612955,-1.77055211929083,0.0786114713030444
"exp2","average","(Intercept)",22.0983710087692,0.292241240845177,84.9766356999626,75.61688057736,1.00211845051439e-79
"exp2","average","meanVal_c",0.743288365358341,0.0139874256219354,252.206503014984,53.1397546230879,5.51063368158348e-139
"exp2","average","array_length1",-0.535129345437839,0.0699571728579493,7669.26738017482,-7.64938495334053,2.26512276896644e-14
"exp2","average","array_length2",1.06255277382851,0.0699501780686583,7672.7598833577,15.1901367968725,2.2853050400615e-51
"exp2","average","meanVal_c:array_length1",0.0677220844930592,0.0204080308517209,156.654703788342,3.31840367084454,0.00112582008589532
"exp2","average","meanVal_c:array_length2",-0.0645115336458691,0.0196055224814014,176.17442876947,-3.29047765531714,0.00120808563801211
