"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","experience","overall",0.873057552166267,0.0173380788522214,231.395015381746,0.838896873810879,0.907218230521655,50.3549187662397,1.13720362545781e-126
"exp2","average","overall",0.743288365358341,0.0139874256219354,252.206503014984,0.715741325340885,0.770835405375797,53.1397546230879,5.51063368158348e-139
