"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp2",0.1,"average","2",530,11.732488120431,8.01136009992827,0.682835560342675
"exp2",0.1,"average","10",532,11.0126511835201,7.66896096406672,0.696377360570806
"exp2",0.1,"average","20",530,11.6390318066674,8.03608349701584,0.690442609875193
"exp2",0.1,"experience","2",475,13.468964606443,7.87415446623268,0.584614682443074
"exp2",0.1,"experience","10",478,12.9302868908509,7.88635947597131,0.609913727556307
"exp2",0.1,"experience","20",474,13.3398061038745,7.49485635327333,0.561841476173815
