"experiment","level","mean_shift","sd_shift"
"short_exposure","2 squares",-2.20716783216783,2.47587591870596
"short_exposure","10 squares",0.683797909407665,2.63001300806824
"short_exposure","20 squares",-0.842844600526779,2.99821130633234
