"experiment","level","n_trials","r","sd_true","sd_report","z_forward","z_reverse","raw_forward","raw_reverse"
"short_exposure","2 squares",1144,0.791233444233046,6.70384000384706,7.65412508764049,0.791233444233044,0.791233444233049,0.903392645440365,0.692999180846462
"short_exposure","10 squares",1148,0.758020523314043,6.68505561900999,7.376892995215,0.758020523314042,0.75802052331404,0.836468177282369,0.686930034364383
"short_exposure","20 squares",1139,0.743979664903888,6.56274204945236,7.52625482152706,0.743979664903888,0.743979664903888,0.85320746997335,0.648735227092878
