"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","experience","meanVal_c",149181.595678542,149181.595678542,1,4252.76693203554,5876.81118545122,0
"exp2_batch2","experience","array_length",2227.27688768641,1113.63844384321,2,46.1680566250576,43.8703100979607,2.11055074568859e-11
"exp2_batch2","experience","meanVal_c:array_length",718.248832691395,359.124416345698,2,4231.91213835704,14.1472302756218,7.52288448336788e-07
"exp2_batch2","average","meanVal_c",131867.159834931,131867.159834931,1,5168.65388048042,6634.22032663963,0
"exp2_batch2","average","array_length",3231.42581066609,1615.71290533304,2,56.3017506221574,81.2863142877449,2.51297461461301e-17
"exp2_batch2","average","meanVal_c:array_length",770.1188140176,385.0594070088,2,5144.81242626832,19.3722906305054,4.1518562260671e-09
