"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","combined","overall",0.685059863985106,0.00618541891740641,9476.25539422312,0.672935117034986,0.697184610935227,110.753996314991,0
"exp2_batch2","experience","overall",0.627056963744349,0.00844783718839122,4291.12875113112,0.610494835581997,0.643619091906701,74.2269233841335,0
"exp2_batch2","average","overall",0.733670479539458,0.00908735063583585,5195.01716798718,0.715855448947474,0.751485510131443,80.735354994033,0
