"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp2_batch2",0.1,"average","2",350,11.8883115009621,8.21674478285737,0.691161632347237
"exp2_batch2",0.1,"average","10",354,11.0860677442762,7.60865108491783,0.686325508776207
"exp2_batch2",0.1,"average","20",353,11.7982147243823,8.15941250009178,0.691580267922187
"exp2_batch2",0.1,"experience","2",290,13.6905228508704,8.00514315069771,0.584721506833378
"exp2_batch2",0.1,"experience","10",292,12.8134167719779,8.03529582340246,0.62710016901777
"exp2_batch2",0.1,"experience","20",292,13.4663271079552,7.72733778819314,0.573826680894173
