"experiment","window","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","low","array_length2 - array_length10",-0.108821339304937,0.381917713543174,771.969696394132,-0.284933993491337,0.956235876378799
"exp2_batch2","low","array_length2 - array_length20",-0.0879204003748093,0.318273089361937,779.847342002289,-0.276242017668126,0.958809706636787
"exp2_batch2","low","array_length10 - array_length20",0.0209009389301276,0.393505791884712,775.416272281355,0.0531146919846381,0.998445828567225
"exp2_batch2","high","array_length2 - array_length10",0.149470617474154,0.49327324831262,289.378815937362,0.303017887115226,0.950654861066744
"exp2_batch2","high","array_length2 - array_length20",0.517603102311647,0.476055369053652,291.608133374646,1.08727500194061,0.522719828671354
"exp2_batch2","high","array_length10 - array_length20",0.368132484837492,0.463071956336964,283.918659627319,0.794979008769024,0.706419746568161
