"experiment","tail","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","low","array_length",2.02588108667139,1.01294054333569,2,1197.19989771703,0.0688006590653652,0.933516439515623
"exp2_batch2","low","condition",0.820420339478649,0.820420339478649,1,113.142761111586,0.05572435661513,0.813812854320665
"exp2_batch2","low","array_length:condition",16.7726277170147,8.38631385850735,2,1197.1998977156,0.569612821197045,0.565897689167787
"exp2_batch2","high","array_length",8.03704777844467,4.01852388922233,2,447.034215842467,0.364985151788489,0.694413634879195
"exp2_batch2","high","condition",17.537027571527,17.537027571527,1,58.907836866563,1.59281239742769,0.211898830324294
"exp2_batch2","high","array_length:condition",4.2263701721382,2.1131850860691,2,447.034215847414,0.191931465547505,0.82543141003865
