"experiment","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","meanVal_c",280666.794972708,280666.794972708,1,9414.24292591135,12548.5443135091,0
"exp2_batch2","array_length",5183.97412140739,2591.98706070369,2,102.36980888346,115.887112668406,5.04836072707775e-27
"exp2_batch2","condition",231.508107817487,231.508107817487,1,102.010552920312,10.350671336689,0.00173494276146522
"exp2_batch2","meanVal_c:array_length",1465.55670505687,732.778352528434,2,9367.83235817872,32.7623423696323,6.62256680502194e-15
"exp2_batch2","meanVal_c:condition",2096.88425673958,2096.88425673958,1,9414.24292155908,93.7511864150333,4.53382193502678e-22
"exp2_batch2","array_length:condition",70.6930972743516,35.3465486371758,2,102.36980888418,1.58033561450095,0.210887603946203
"exp2_batch2","meanVal_c:array_length:condition",10.1096053547073,5.05480267735363,2,9367.83235687373,0.22599900141014,0.797723247475763
