"experiment","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","average","2",0.831192744018869,0.0171704051084934,9372.39104726925,0.797535021806846,0.864850466230891,48.4084527282188,0
"exp2_batch2","experience","2",0.972186521035343,0.0193386294808638,9348.156268882,0.9342785955753,1.01009444649539,50.2717383358193,0
"exp2_batch2","average","10",0.688321672354819,0.0172428831303381,9393.12720415983,0.654521887120099,0.722121457589539,39.9191751838617,5.13828271674896e-322
"exp2_batch2","experience","10",0.821376244597062,0.0188432880245488,9389.2241139241,0.784439317190462,0.858313172003661,43.5898577534335,0
"exp2_batch2","average","20",0.75888202083898,0.017084799104414,9362.93925259371,0.725392100616004,0.792371941061956,44.4185510289621,0
"exp2_batch2","experience","20",0.915967152343142,0.0193827607352738,9358.187565612,0.877972725287172,0.953961579399111,47.256795089887,0
