"experiment","tail","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","low","2",17.9337279430196,0.216350383478266,260.475630424688,17.5077095493573,18.3597463366819,82.892055261003,3.12955268687751e-189
"exp2_batch2","low","10",17.8220875368328,0.277388936421326,510.394329605863,17.2771229197765,18.3670521538891,64.2494533731612,9.47170246652645e-247
"exp2_batch2","low","20",17.8815479944174,0.227764873010672,284.743571471673,17.4332315250301,18.3298644638047,78.5088049709031,5.89939802863463e-195
"exp2_batch2","high","2",33.2521303346126,0.337212268517299,219.383058380759,32.5875401730187,33.9167204962064,98.6088984271542,1.12595452769286e-183
"exp2_batch2","high","10",33.1159606772349,0.326244402113968,180.639646793767,32.4722205947344,33.7597007597353,101.506601991186,3.00243313353195e-161
"exp2_batch2","high","20",32.8906240656648,0.328562322624057,183.451823391213,32.2423773155661,33.5388708157636,100.10467360647,4.86888676459884e-162
