"experiment","window","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","low","2",17.7089843068623,0.257232689613555,226.518401259105,17.2021093585861,18.2158592551386,68.8442216790832,7.30937269902164e-154
"exp2_batch2","low","10",17.8178056461673,0.351059444884924,475.562068376108,17.1279861798794,18.5076251124552,50.7543833552402,4.31798687256522e-194
"exp2_batch2","low","20",17.7969047072371,0.273928284787737,265.64187379487,17.2575578689596,18.3362515455147,64.969211635183,4.44906149211572e-165
"exp2_batch2","high","2",33.6362865974498,0.390883552897165,184.021133829807,32.8650971748936,34.4074760200059,86.0519363072279,1.40668385152652e-150
"exp2_batch2","high","10",33.4868159799756,0.38829839629346,174.482491649668,32.7204495998751,34.2531823600761,86.2399028675556,5.40547648463342e-145
"exp2_batch2","high","20",33.1186834951381,0.361619989214871,141.237304739263,32.4037959480237,33.8335710422526,91.584216810148,1.15322145837621e-127
