"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","experience","overall",0.903059612655548,0.0117800071368244,4252.76693278723,0.879964649987391,0.926154575323705,76.6603621005095,0
"exp2_batch2","average","overall",0.759074733429292,0.00931943523278916,5168.65387954237,0.740804697665261,0.777344769193323,81.4507225457816,0
