"experiment","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","meanVal_c",280665.941031153,280665.941031153,1,9414.20534564035,12548.5043958767,0
"exp2_batch2","array_length",2775.01466686939,1387.5073334347,2,103.496877947764,62.0351076762247,1.96157368316168e-18
"exp2_batch2","condition",234.10436207275,234.10436207275,1,102.097632818692,10.4667477848256,0.00163846475932674
"exp2_batch2","meanVal_c:array_length",1464.82365767422,732.411828837108,2,9367.9520552134,32.7459506486198,6.73124064438405e-15
"exp2_batch2","meanVal_c:condition",2097.18920825318,2097.18920825318,1,9414.20534068873,93.7648077357177,4.50303793068149e-22
"exp2_batch2","array_length:condition",90.9458099473596,45.4729049736798,2,103.496877941357,2.03308226804822,0.136127849931522
"exp2_batch2","meanVal_c:array_length:condition",10.1109830551136,5.0554915275568,2,9367.95205524261,0.226029768427879,0.79769870541665
