"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","low","array_length2 - array_length10",-0.0883595972962159,0.303939716975765,1191.0631879802,-0.29071421851479,0.95448316015352
"exp2_batch2","low","array_length2 - array_length20",1.55217994656835,0.263215755426979,1202.95061322226,5.89698722270808,1.44039449256894e-08
"exp2_batch2","low","array_length10 - array_length20",1.64053954386456,0.309643038878539,1188.01726575624,5.29816381406877,4.17138464992028e-07
"exp2_batch2","high","array_length2 - array_length10",-0.0638303553331122,0.424842070785815,451.698545290866,-0.15024490209985,0.987632611895995
"exp2_batch2","high","array_length2 - array_length20",1.86150626943305,0.430029886662376,451.796253035457,4.32878348033179,5.48329244013379e-05
"exp2_batch2","high","array_length10 - array_length20",1.92533662476616,0.4123946045851,443.042115256698,4.66867559216298,1.19927803315933e-05
