"experiment","condition","array_length","n","mean_z","se_z","mean_r","ci_low_r","ci_high_r"
"exp2_batch2","average","2",57,1.15065423159692,0.0402841802129285,0.817970694759553,0.790099800929856,0.842466520551132
"exp2_batch2","average","10",57,0.947491128522869,0.0355295425027268,0.738645122745811,0.705342215090474,0.768694587640533
"exp2_batch2","average","20",57,1.03328259460997,0.0328321553364268,0.77522153576117,0.748234398433325,0.799647402996251
"exp2_batch2","experience","2",47,1.17151841600195,0.0455976734420453,0.824758328299072,0.79399391657958,0.851309248234526
"exp2_batch2","experience","10",47,1.0319972671284,0.0479660827716346,0.774708138244084,0.734294514040457,0.809649539473881
"exp2_batch2","experience","20",47,1.09746539607863,0.0342952984902238,0.799586739676821,0.774007228253818,0.822560566051989
