"experiment","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","experience","2",0.972133735659159,0.0206028055747227,4224.81012988987,0.931741406821499,1.01252606449682,47.1845318412293,0
"exp2_batch2","experience","10",0.820930108371903,0.0200718530435875,4243.84133274282,0.781578776161993,0.860281440581813,40.899567498287,1.37632575972942e-308
"exp2_batch2","experience","20",0.916138829487158,0.0206326945224172,4236.30588330537,0.875687934057115,0.956589724917202,44.4022872772037,0
"exp2_batch2","average","2",0.830461844719703,0.0161766492349077,5141.5952693422,0.798748729386725,0.862174960052681,51.3370743631903,0
"exp2_batch2","average","10",0.687637552150413,0.0162321634032477,5145.60447594932,0.655815611265371,0.719459493035454,42.3626558621774,0
"exp2_batch2","average","20",0.75911294071532,0.0161106980377995,5127.91705236215,0.727529097952803,0.790696783477836,47.1185630153491,0
