"experiment","tail","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","low","2",17.9337279469537,0.216350382162243,260.475640779006,17.5077095559618,18.3597463379455,82.8920557834052,3.12950966168078e-189
"exp2_batch2","low","10",18.0220875442499,0.277388935388036,510.394347394316,17.4771229292687,18.567052159231,64.9704629315476,5.91238789927365e-249
"exp2_batch2","low","20",16.3815480003853,0.227764871702741,284.74358233374,15.9332315336455,16.8298644671252,71.9230664409263,1.22027380396737e-184
"exp2_batch2","high","2",33.2521303789996,0.337212276439753,219.38302341131,32.5875402012044,33.9167205567949,98.6088962420695,1.12601580028047e-183
"exp2_batch2","high","10",33.3159607343327,0.326244411237162,180.639619526738,32.6722206331753,33.9597008354902,102.119636649082,1.03079110684869e-161
"exp2_batch2","high","20",31.3906241095666,0.32856233169401,183.451791569185,30.7423773408264,32.0388708783068,95.5393271886098,2.17158988806425e-158
