"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","experience","overall",0.903067557839407,0.0117800303872986,4252.75981552427,0.879972549577181,0.926162566101633,76.6608852565534,0
"exp2_batch2","average","overall",0.759070779195145,0.00931946928264291,5168.63965693623,0.74080067666722,0.77734088172307,81.4500006571061,0
