"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp2_batch2","compression_band","condition",1,102,8.39263604999251,13.4440297527963,0.0403783909701299,0.000392447909030281
"exp2_batch2","compression_band","array_length",1.8205811019831,185.699272402276,3.65173496191812,8.36070541423466,0.0203078049867469,0.000521203963521976
"exp2_batch2","compression_band","condition:array_length",1.8205811019831,185.699272402276,3.65173496191812,0.0476541259731391,0.000118135279901623,0.941704710896709
"exp2_batch2","compression_band","band",1,102,5.30871080928259,32.9692463508034,0.0612715944489955,9.709123438918e-08
"exp2_batch2","compression_band","condition:band",1,102,5.30871080928259,3.7160706386466,0.00730315979246238,0.0566723877692136
"exp2_batch2","compression_band","array_length:band",1.96980779045578,200.92039462649,3.01534677521178,2.12773478785032,0.00469091660323966,0.122565384831751
"exp2_batch2","compression_band","condition:array_length:band",1.96980779045578,200.92039462649,3.01534677521178,1.30109507058749,0.00287370016471744,0.274335776464585
