"participant_id","condition","array_length","n_trials","r","z"
"experience.5f2f8574ff256b37b1970220","experience","2",28,0.668201284725915,0.807486372087146
"experience.5f2f8574ff256b37b1970220","experience","10",30,0.508968885412163,0.561337171796683
"experience.5f2f8574ff256b37b1970220","experience","20",32,0.597489129998551,0.689233139568524
"experience.5f7a28b8bedcf2112ebd1289","experience","2",31,0.636225666020155,0.751806865764022
"experience.5f7a28b8bedcf2112ebd1289","experience","10",32,0.716059017170491,0.8995096310595
"experience.5f7a28b8bedcf2112ebd1289","experience","20",30,0.693416247051653,0.854506120751187
"experience.60132d398c19b319aacdbbb2","experience","2",30,0.787340461264453,1.06439577047399
"experience.60132d398c19b319aacdbbb2","experience","10",31,0.570796168586408,0.648702972981966
"experience.60132d398c19b319aacdbbb2","experience","20",32,0.815831854901743,1.14422489579344
"experience.601478ee2d7cc94b1f1855ec","experience","2",31,0.666749649975837,0.804868341050405
"experience.601478ee2d7cc94b1f1855ec","experience","10",32,0.68154037780888,0.831984925898227
"experience.601478ee2d7cc94b1f1855ec","experience","20",29,0.729211228198263,0.927040784475274
"experience.60fe0b73bbb479e45039b320","experience","2",32,0.854384705691597,1.27217002570037
"experience.60fe0b73bbb479e45039b320","experience","10",32,0.861494833753745,1.29911374582331
"experience.60fe0b73bbb479e45039b320","experience","20",30,0.738145621480724,0.946392773531784
"experience.610036d6b6496ca7c4dbdb1b","experience","2",28,0.891354006356602,1.42847671249135
"experience.610036d6b6496ca7c4dbdb1b","experience","10",32,0.729585128292434,0.927839753461114
"experience.610036d6b6496ca7c4dbdb1b","experience","20",32,0.88497893319806,1.39827831131462
"experience.61082e086188b2dd15182697","experience","2",31,0.581937709728443,0.665387665980034
"experience.61082e086188b2dd15182697","experience","10",32,0.631868345046874,0.744520114564615
"experience.61082e086188b2dd15182697","experience","20",31,0.738903492425907,0.948059958499364
"experience.636d4527078f3ccc1f713265","experience","2",32,0.790951922174294,1.07396914731139
"experience.636d4527078f3ccc1f713265","experience","10",32,0.844202555952604,1.23562275804359
"experience.636d4527078f3ccc1f713265","experience","20",31,0.759881599798962,0.995934838532046
"experience.63d13f416b2c25038c13007f","experience","2",31,0.791703360126629,1.07597941362035
"experience.63d13f416b2c25038c13007f","experience","10",30,0.75445031005911,0.983205771712534
"experience.63d13f416b2c25038c13007f","experience","20",29,0.804118353375538,1.11015833573194
"experience.6400e07f37c248e81cbc9d41","experience","2",31,0.912165867816148,1.54027083322715
"experience.6400e07f37c248e81cbc9d41","experience","10",32,0.921147046222068,1.59654646655774
"experience.6400e07f37c248e81cbc9d41","experience","20",26,0.810430818778475,1.12828304352649
"experience.641363c9b6f7b3cb23a301f1","experience","2",32,0.84709737749845,1.24578471812951
"experience.641363c9b6f7b3cb23a301f1","experience","10",32,0.606356971976955,0.703139832699165
"experience.641363c9b6f7b3cb23a301f1","experience","20",31,0.640115783247218,0.758369879139525
"experience.6428c3d1aeb8d1cbe7e8cb78","experience","2",32,0.665614756087555,0.802827901981564
"experience.6428c3d1aeb8d1cbe7e8cb78","experience","10",31,0.847318651184162,1.24656871343273
"experience.6428c3d1aeb8d1cbe7e8cb78","experience","20",32,0.872886993050478,1.34507992829439
"experience.642f6ac1b10ead55a45175ab","experience","2",32,0.775951490254535,1.03511450968026
"experience.642f6ac1b10ead55a45175ab","experience","10",32,0.739967966138471,0.950408575593991
"experience.642f6ac1b10ead55a45175ab","experience","20",29,0.833485519672566,1.19944590763264
"experience.6463e139c1cfbd6321e08714","experience","2",29,0.61642726092862,0.719222161909411
"experience.6463e139c1cfbd6321e08714","experience","10",29,0.44811972929851,0.482345066829702
"experience.6463e139c1cfbd6321e08714","experience","20",30,0.785370067980067,1.05923284753043
"experience.647652cb5644044df439e1fb","experience","2",32,0.930143378755794,1.65945234755528
"experience.647652cb5644044df439e1fb","experience","10",31,0.809650846760803,1.12601458446621
"experience.647652cb5644044df439e1fb","experience","20",31,0.734588075848912,0.938621097032126
"experience.65a09ede5747bb3166d505a4","experience","2",32,0.858752415474635,1.28857326405709
"experience.65a09ede5747bb3166d505a4","experience","10",32,0.847696113321901,1.24790850918934
"experience.65a09ede5747bb3166d505a4","experience","20",30,0.848795358371593,1.25182769323268
"experience.65cb708afe5755feaeec417f","experience","2",31,0.797896656425675,1.09279678399444
"experience.65cb708afe5755feaeec417f","experience","10",32,0.811287421014648,1.13078402115233
"experience.65cb708afe5755feaeec417f","experience","20",31,0.820596902459953,1.1586422395502
"experience.65ccfdf16bdcab83d5bd1163","experience","2",32,0.741464671443431,0.95372472558987
"experience.65ccfdf16bdcab83d5bd1163","experience","10",31,0.880820730489097,1.37941734666166
"experience.65ccfdf16bdcab83d5bd1163","experience","20",30,0.719212382248662,0.906011486390913
"experience.66045663fbc92e11eb7e557c","experience","2",30,0.941016810986114,1.74685738639349
"experience.66045663fbc92e11eb7e557c","experience","10",32,0.797099755619144,1.0906074731404
"experience.66045663fbc92e11eb7e557c","experience","20",32,0.819821979059944,1.15627429710707
"experience.663a6537d8be42a9bd890765","experience","2",31,0.872670953973765,1.34417317949285
"experience.663a6537d8be42a9bd890765","experience","10",29,0.874534757584039,1.3520435054872
"experience.663a6537d8be42a9bd890765","experience","20",30,0.81745715958683,1.14910437529928
"experience.6648acc2d8f61a601c3a37ac","experience","2",31,0.801744840131474,1.10347797136762
"experience.6648acc2d8f61a601c3a37ac","experience","10",30,0.881047811187087,1.38043130462162
"experience.6648acc2d8f61a601c3a37ac","experience","20",32,0.599425868692157,0.692250582743129
"experience.666b836f18949a2e08b6c741","experience","2",32,0.69054235204859,0.848991716133111
"experience.666b836f18949a2e08b6c741","experience","10",31,0.420139387697169,0.447861277542852
"experience.666b836f18949a2e08b6c741","experience","20",32,0.732062407126277,0.93315701465932
"experience.66759eb2274a4f10deeba339","experience","2",29,0.79735259570077,1.09130126842715
"experience.66759eb2274a4f10deeba339","experience","10",28,0.885107958763437,1.39887372760532
"experience.66759eb2274a4f10deeba339","experience","20",28,0.723451971909081,0.914850006469504
"experience.66c26b01a3d551a7d8bd342c","experience","2",29,0.737633966501339,0.945269537153012
"experience.66c26b01a3d551a7d8bd342c","experience","10",32,0.685752479328221,0.839893180299654
"experience.66c26b01a3d551a7d8bd342c","experience","20",32,0.649905275802667,0.775134699105764
"experience.66d88375799e00b593a8655f","experience","2",29,0.858901883004727,1.28914284664443
"experience.66d88375799e00b593a8655f","experience","10",31,0.583850951163077,0.668285492447565
"experience.66d88375799e00b593a8655f","experience","20",31,0.809409353451795,1.12531391532643
"experience.66dbd5f3eec0242b9d2ce9f2","experience","2",31,0.914424547944648,1.55388694616701
"experience.66dbd5f3eec0242b9d2ce9f2","experience","10",29,0.801819731343305,1.10368766540721
"experience.66dbd5f3eec0242b9d2ce9f2","experience","20",31,0.84258261036366,1.23001132433002
"experience.66e0813b79955faf3b6017c3","experience","2",31,0.833484164795053,1.19944146982026
"experience.66e0813b79955faf3b6017c3","experience","10",32,0.817985369635285,1.15069857836721
"experience.66e0813b79955faf3b6017c3","experience","20",30,0.855905718049872,1.27783014624826
"experience.66fceda149718a86f36761b4","experience","2",32,0.884141934138756,1.39443095855941
"experience.66fceda149718a86f36761b4","experience","10",31,0.429425822044341,0.459192468008429
"experience.66fceda149718a86f36761b4","experience","20",31,0.642701423796143,0.762762797571319
"experience.6713eeea64ca1fb59cbcbce4","experience","2",31,0.849050103832098,1.25273968026244
"experience.6713eeea64ca1fb59cbcbce4","experience","10",30,0.859575982529438,1.29171861638498
"experience.6713eeea64ca1fb59cbcbce4","experience","20",31,0.845972694358622,1.24181586355461
"experience.672fd24711f758e7a04ac043","experience","2",31,0.888452459782737,1.41453104930527
"experience.672fd24711f758e7a04ac043","experience","10",31,0.903690918929054,1.49199362775922
"experience.672fd24711f758e7a04ac043","experience","20",32,0.910812222302017,1.5322698345263
"experience.67435bbf9649c44a0e379543","experience","2",32,0.788838306373982,1.06834876839583
"experience.67435bbf9649c44a0e379543","experience","10",30,0.878111080500523,1.3674558361206
"experience.67435bbf9649c44a0e379543","experience","20",32,0.85108896915224,1.26009017883488
"experience.6751acc5dc78128951a34f1f","experience","2",31,0.929785983354239,1.65680821393853
"experience.6751acc5dc78128951a34f1f","experience","10",30,0.674411380076374,0.818791142597822
"experience.6751acc5dc78128951a34f1f","experience","20",31,0.836817812549842,1.21046130631501
"experience.6782941e57f81cd1ab7841b2","experience","2",29,0.935905932332445,1.70398943321454
"experience.6782941e57f81cd1ab7841b2","experience","10",32,0.949831418320432,1.83005461393516
"experience.6782941e57f81cd1ab7841b2","experience","20",32,0.922346393705469,1.60452190374271
"experience.6786d5ddfc32db55097ed259","experience","2",31,0.825498351475707,1.17383705465662
"experience.6786d5ddfc32db55097ed259","experience","10",32,0.782445480368538,1.05164604084121
"experience.6786d5ddfc32db55097ed259","experience","20",30,0.881707496254666,1.38338724190696
"experience.67c7d97be1bcafdd7b0a8059","experience","2",32,0.87434218782816,1.35122530378171
"experience.67c7d97be1bcafdd7b0a8059","experience","10",27,0.873635821904707,1.34823403577502
"experience.67c7d97be1bcafdd7b0a8059","experience","20",26,0.89474770268646,1.44524033534874
