"experiment","tail","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","low","array_length",642.596378197459,321.29818909873,2,1197.19989745519,21.8231240481229,4.9092320152864e-10
"exp2_batch2","low","condition",0.82042032483944,0.82042032483944,1,113.142764361705,0.0557243555302788,0.813812856087083
"exp2_batch2","low","array_length:condition",16.7726278154527,8.38631390772635,2,1197.19989744869,0.569612823614679,0.565897687800989
"exp2_batch2","high","array_length",299.950083367953,149.975041683976,2,447.03421619336,13.6215848670547,1.80915693208648e-06
"exp2_batch2","high","condition",17.5370270258536,17.5370270258536,1,58.9078306068747,1.59281237242035,0.211898834390222
"exp2_batch2","high","array_length:condition",4.22637018980759,2.1131850949038,2,447.034216202727,0.191931469308619,0.825431406936717
