"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","experience","meanVal_c",149183.634981651,149183.634981651,1,4252.75981476392,5876.89139637294,0
"exp2_batch2","experience","array_length",1262.25463979109,631.127319895543,2,46.7281954626497,24.8624235276626,4.43053122112827e-08
"exp2_batch2","experience","meanVal_c:array_length",718.293357882578,359.146678941289,2,4231.99121292045,14.1481069808064,7.51632920423678e-07
"exp2_batch2","average","meanVal_c",131864.873309065,131864.873309065,1,5168.63965787429,6634.1027303431,0
"exp2_batch2","average","array_length",1730.61373205421,865.306866027103,2,56.8693353543454,43.5334634496662,3.40819210281419e-12
"exp2_batch2","average","meanVal_c:array_length",769.281098893078,384.640549446539,2,5144.86443993616,19.3512104872931,4.23963615695755e-09
