"window","experiment","array_length","high","low"
15.318402432046,"exp2_batch2","2",33.2521303789996,17.9337279469537
15.2938731900829,"exp2_batch2","10",33.3159607343327,18.0220875442499
15.0090761091813,"exp2_batch2","20",31.3906241095666,16.3815480003853
