"experiment","window","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","low","2",17.7089843021404,0.257232691021693,226.518394027794,17.2021093510025,18.2158592532783,68.8442212838607,7.30943825955969e-154
"exp2_batch2","low","10",18.0178056377428,0.351059445868586,475.562057223711,17.3279861694808,18.7076251060049,51.3240872729218,4.84252830562997e-196
"exp2_batch2","low","20",16.2969047005919,0.273928286122612,265.641865620982,15.7575578596101,16.8362515415737,59.4933255388503,1.42815465276421e-155
"exp2_batch2","high","2",33.6362865991163,0.390883553184981,184.02113283268,32.8650971759646,34.407476022268,86.0519362481295,1.40668595290572e-150
"exp2_batch2","high","10",33.6868159820286,0.388298396599778,174.482490710177,32.9204496012947,34.4531823627624,86.7549706025435,1.95807410973323e-145
"exp2_batch2","high","20",31.6186834966681,0.361619989574005,141.237303888958,30.9037959488065,32.3335710445297,87.4362159401516,7.17747388234012e-125
