"experiment","condition","array_length","n","se","signed_err"
"exp2_batch2","average","2",57,0.389617525125622,-4.01544341865957
"exp2_batch2","average","10",57,0.427678270670566,-2.0930280775869
"exp2_batch2","average","20",57,0.488130069110467,-2.81050923695946
"exp2_batch2","experience","2",47,0.47884489757207,-2.72875260000449
"exp2_batch2","experience","10",47,0.51921455838709,-0.27924356738417
"exp2_batch2","experience","20",47,0.552635992040585,-0.172772023645649
