"experiment","comparison_set","contrast","condition","estimate","SE","df","t.ratio","p.value","array_length"
"exp2_batch2","noise_within_condition","array_length2 - array_length10","average",0.14280226571748,0.024367940878212,9378.34190264174,5.86025164913148,1.42524594348714e-08,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length20","average",0.072265409580449,0.0242153451915892,9382.40342239935,2.98428162013355,0.0080194391767664,NA
"exp2_batch2","noise_within_condition","array_length10 - array_length20","average",-0.0705368561370315,0.0243057341867365,9372.06863182064,-2.90206646691311,0.0103844303683471,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length10","experience",0.150801162651875,0.0270232829887549,9363.64895411208,5.58041606989895,7.38521350740484e-08,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length20","experience",0.0562206013642482,0.0273755256431412,9362.94546580741,2.05368116386594,0.0997473831326998,NA
"exp2_batch2","noise_within_condition","array_length10 - array_length20","experience",-0.0945805612876264,0.0270740346757017,9350.64238980689,-3.49340474814824,0.00139115090734976,NA
"exp2_batch2","condition_within_noise","average - experience",NA,-0.141040062975127,0.0258613685605393,9359.86057146402,-5.45369680049853,5.05894440981615e-08,"2"
"exp2_batch2","condition_within_noise","average - experience",NA,-0.133041166040733,0.025541441197311,9391.74021371258,-5.20883551609213,1.94058358937769e-07,"10"
"exp2_batch2","condition_within_noise","average - experience",NA,-0.157084871191327,0.0258377437064602,9360.19423668074,-6.07966674551585,1.25139988190045e-09,"20"
