"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp2_batch2",0.1,"average","2",350,11.8883115009621,8.22412730973999,0.691782622710925
"exp2_batch2",0.1,"average","10",354,11.0860677442762,7.61313353913928,0.686729840981715
"exp2_batch2",0.1,"average","20",353,11.7982147243823,8.16285495687906,0.691872045692612
"exp2_batch2",0.1,"experience","2",290,13.6905228508704,8.0102873153091,0.585097253228707
"exp2_batch2",0.1,"experience","10",292,12.8134167719779,8.05743877374873,0.628828275637597
"exp2_batch2",0.1,"experience","20",292,13.4663271079552,7.71958580710225,0.573251024218916
