"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","combined","overall",0.685059865961702,0.00618541892079643,9476.25534862787,0.672935119004929,0.697184612918475,110.753996573848,0
"exp2_batch2","experience","overall",0.627056963739392,0.00844783720335231,4291.12873429275,0.61049483554769,0.643619091931094,74.2269232520911,0
"exp2_batch2","average","overall",0.733670479969892,0.00908735065012553,5195.01716265287,0.71585544934989,0.751485510589895,80.7353549144444,0
