"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp2_batch2","matched_tail_ratio","condition",1,92,0.0393371142931437,13.5168482329136,0.0772741211874965,0.000397485059326709
"exp2_batch2","matched_tail_ratio","array_length",1.97411110590535,181.618221743292,0.0150323557771421,1.31582213215741,0.00611246670017313,0.270668977927072
"exp2_batch2","matched_tail_ratio","condition:array_length",1.97411110590535,181.618221743292,0.0150323557771421,2.8198408508653,0.0130082890707049,0.0629350981855486
