"experiment","scope","array_length","n","M","SE","ci_low","ci_high","df","t","p","condition"
"exp2_batch2","pooled","2",104,0.968315898844745,0.210534676301728,0.550770024104042,1.38586177358545,103,4.59931786940885,1.20976076170592e-05,NA
"exp2_batch2","pooled","10",104,2.08736398483995,0.208950551314083,1.67295984838808,2.50176812129182,103,9.98975102823411,7.79696798502178e-17,NA
"exp2_batch2","pooled","20",104,1.28008307130903,0.210817942755042,0.861975404368054,1.69819073825001,103,6.07198350662406,2.13588112763698e-08,NA
"exp2_batch2","by_condition","2",57,1.50806223503592,0.269925970062716,0.967335540731776,2.04878892934006,56,5.58694754226698,7.06844927977416e-07,"average"
"exp2_batch2","by_condition","10",57,2.56940717664402,0.245654028851805,2.07730302329905,3.06151132998899,56,10.4594546592764,8.75322310351239e-15,"average"
"exp2_batch2","by_condition","20",57,1.92773083398083,0.275037420322951,1.37676467438302,2.47869699357865,56,7.00897656659694,3.34465609178757e-09,"average"
"exp2_batch2","by_condition","2",47,0.313729916655449,0.308298948716058,-0.30684368036659,0.934303513677487,46,1.01761591455958,0.314183065781331,"experience"
"exp2_batch2","by_condition","10",47,1.50275841180097,0.337151939924497,0.824106755759798,2.18141006784213,46,4.45721419291699,5.29206407806586e-05,"experience"
"exp2_batch2","by_condition","20",47,0.494637912324083,0.28991822912171,-0.0889372151215213,1.07821303976969,46,1.70612904825805,0.0947281015475745,"experience"
