"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","X2 - X10",-0.0240162016669088,0.0184715295100255,92,-1.30017395981605,0.398725646790026
"exp2_batch2","X2 - X20",0.00195845856713883,0.0167955509270144,92,0.116605794930418,0.992532482085253
"exp2_batch2","X10 - X20",0.0259746602340476,0.0181855357413466,92,1.42831427148949,0.330672490195907
