"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","low","array_length",367.340955637485,183.670477818743,2,778.007753367213,13.474028211368,1.76752775280913e-06
"exp2_batch2","low","condition",4.52110782483966,4.52110782483966,1,114.239459490137,0.331667533628586,0.565811630427479
"exp2_batch2","low","array_length:condition",52.4475054695649,26.2237527347824,2,778.007753370356,1.92376906921914,0.146749560233127
"exp2_batch2","high","array_length",225.980108611888,112.990054305944,2,287.891195568434,13.0998517691069,3.58900667896038e-06
"exp2_batch2","high","condition",21.6727387821849,21.6727387821849,1,61.6895165124462,2.51269607065108,0.118045905856195
"exp2_batch2","high","array_length:condition",14.3201574062602,7.16007870313009,2,287.891195571283,0.830125892427412,0.437035255210999
