"experiment","condition","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","experience","array_length2 - array_length10",0.151203627287256,0.0287889438318066,4231.89524298077,5.25214221718697,5.09771194590058e-07
"exp2_batch2","experience","array_length2 - array_length20",0.0559949061720006,0.0291479389685253,4237.31378142286,1.9210588519643,0.132843709640663
"exp2_batch2","experience","array_length10 - array_length20",-0.0952087211152552,0.0288420044350399,4226.67542585913,-3.30104384144629,0.00279224720582305
"exp2_batch2","average","array_length2 - array_length10",0.14282429256929,0.0229580664194113,5147.59310127648,6.22109414443242,1.5984316092954e-09
"exp2_batch2","average","array_length2 - array_length20",0.0713489040043833,0.0228254574510094,5143.49680238799,3.1258477144443,0.00506957364941851
"exp2_batch2","average","array_length10 - array_length20",-0.0714753885649068,0.0229001792677553,5142.872398031,-3.12117157377663,0.00514895314607111
