"bias","experiment","level","true","n","mean_report","sd_report"
1.825,"exp1","8 squares",17,40,18.825,5.83485328183261
2.38095238095238,"exp1","8 squares",18,42,20.3809523809524,4.55295337519522
1.97368421052632,"exp1","8 squares",19,38,20.9736842105263,5.88395363544516
1.01960784313725,"exp1","8 squares",20,51,21.0196078431373,5.77058123962719
1.58695652173913,"exp1","8 squares",21,46,22.5869565217391,5.33573315573209
1.36734693877551,"exp1","8 squares",22,49,23.3673469387755,6.29382593483163
-0.152173913043477,"exp1","8 squares",23,46,22.8478260869565,6.13900966064776
-0.781818181818181,"exp1","8 squares",24,55,23.2181818181818,6.64354576538014
-0.863636363636363,"exp1","8 squares",25,44,24.1363636363636,7.7447383762046
0.594594594594593,"exp1","8 squares",26,37,26.5945945945946,6.68522192542568
-1.1063829787234,"exp1","8 squares",27,47,25.8936170212766,6.28744104494166
-0.472222222222221,"exp1","8 squares",28,36,27.5277777777778,6.17592612423946
-1.02173913043478,"exp1","8 squares",29,46,27.9782608695652,5.48326395269088
-1.36842105263158,"exp1","8 squares",30,38,28.6315789473684,6.31352496150485
-1.02777777777778,"exp1","8 squares",31,36,29.9722222222222,5.82843331613521
-0.333333333333332,"exp1","8 squares",32,39,31.6666666666667,7.24871434456641
-1.43181818181818,"exp1","8 squares",33,44,31.5681818181818,6.23716440966166
-1.93877551020408,"exp1","8 squares",34,49,32.0612244897959,6.70325842179665
-2.68888888888889,"exp1","8 squares",35,45,32.3111111111111,7.71604650953931
-4.22222222222222,"exp1","8 squares",36,54,31.7777777777778,6.57228792381003
3.14893617021277,"exp1","12 squares",14,47,17.1489361702128,6.16433896947757
2.85365853658537,"exp1","12 squares",15,41,17.8536585365854,5.40629714134247
2.72727272727273,"exp1","12 squares",16,33,18.7272727272727,7.01904875709988
2.72,"exp1","12 squares",17,50,19.72,6.42075715542798
5.26829268292683,"exp1","12 squares",18,41,23.2682926829268,5.64811645703195
3.21428571428572,"exp1","12 squares",19,42,22.2142857142857,5.93680424128193
2.97727272727273,"exp1","12 squares",20,44,22.9772727272727,6.7323883469481
1.36363636363636,"exp1","12 squares",21,33,22.3636363636364,5.85671720024421
1.13953488372093,"exp1","12 squares",22,43,23.1395348837209,5.65930079539883
0.0243902439024382,"exp1","12 squares",23,41,23.0243902439024,7.30577786713382
2.5,"exp1","12 squares",24,42,26.5,6.0977804838538
0.560975609756099,"exp1","12 squares",25,41,25.5609756097561,6.22916037876617
0.561403508771932,"exp1","12 squares",26,57,26.5614035087719,5.65375205334491
1.78,"exp1","12 squares",27,50,28.78,6.6678944447652
-0.282051282051281,"exp1","12 squares",28,39,27.7179487179487,7.53919134972891
-0.800000000000001,"exp1","12 squares",29,30,28.2,6.46155740808135
0.73076923076923,"exp1","12 squares",30,52,30.7307692307692,5.85483003090606
-1.25490196078431,"exp1","12 squares",31,51,29.7450980392157,5.03921873807796
-0.579999999999998,"exp1","12 squares",32,50,31.42,7.29576337783142
-0.399999999999999,"exp1","12 squares",33,40,32.6,6.36416248241386
-0.232558139534881,"exp1","12 squares",34,43,33.7674418604651,6.45437175321364
0.0208333333333357,"exp1","12 squares",35,48,35.0208333333333,6.69547190059306
-0.159090909090907,"exp1","12 squares",36,44,35.8409090909091,5.45144820450741
