"bias","experiment","level","true","n","mean_report","sd_report"
0.102564102564102,"exp1","2 squares",14,39,14.1025641025641,5.22541799786024
-1.39024390243902,"exp1","2 squares",15,41,13.609756097561,5.57619067455771
-2.06666666666667,"exp1","2 squares",16,30,13.9333333333333,3.96478753905995
-0.545454545454547,"exp1","2 squares",17,44,16.4545454545455,5.28910484119399
-2.29545454545454,"exp1","2 squares",18,44,15.7045454545455,4.66844700762492
-2,"exp1","2 squares",19,46,17,5.31245915016974
-2.39130434782609,"exp1","2 squares",20,46,17.6086956521739,5.15742511496048
-2.30769230769231,"exp1","2 squares",21,52,18.6923076923077,5.66218436869003
-2.71111111111111,"exp1","2 squares",22,45,19.2888888888889,4.5257958728635
-2.92857142857143,"exp1","2 squares",23,42,20.0714285714286,6.22501976544166
-1.92682926829268,"exp1","2 squares",24,41,22.0731707317073,5.81975190150937
-2.95348837209302,"exp1","2 squares",25,43,22.046511627907,6.36939665368741
-3.79411764705882,"exp1","2 squares",26,34,22.2058823529412,7.50668151580172
-2.42857142857143,"exp1","2 squares",27,49,24.5714285714286,6.73300329224138
-2.15217391304348,"exp1","2 squares",28,46,25.8478260869565,6.62308216703555
-0.627906976744185,"exp1","2 squares",29,43,28.3720930232558,5.84328371402324
-2.74418604651163,"exp1","2 squares",30,43,27.2558139534884,5.26485663557271
-2.16326530612245,"exp1","2 squares",31,49,28.8367346938776,6.24281900391532
-2.71111111111111,"exp1","2 squares",32,45,29.2888888888889,6.35903874318861
-4.47727272727273,"exp1","2 squares",33,44,28.5227272727273,6.13222004021093
-3.13333333333333,"exp1","2 squares",34,45,30.8666666666667,7.39963144045333
-3.98,"exp1","2 squares",35,50,31.02,6.46652289622073
-3.70212765957447,"exp1","2 squares",36,47,32.2978723404255,6.12164688560557
3.06451612903226,"exp1","6 squares",14,31,17.0645161290323,5.10513130011343
0.710526315789474,"exp1","6 squares",15,38,15.7105263157895,5.57944051606088
-0.0399999999999991,"exp1","6 squares",16,50,15.96,5.97259045429149
1.83333333333333,"exp1","6 squares",17,36,18.8333333333333,6.85148576170579
1.7,"exp1","6 squares",18,50,19.7,6.46892099005006
-0.0727272727272741,"exp1","6 squares",19,55,18.9272727272727,6.44019365206469
1.11627906976744,"exp1","6 squares",20,43,21.1162790697674,5.57720403720778
-0.872340425531913,"exp1","6 squares",21,47,20.1276595744681,4.98090711694949
-0.674418604651162,"exp1","6 squares",22,43,21.3255813953488,5.88671195406415
-0.921568627450981,"exp1","6 squares",23,51,22.078431372549,6.82595967540068
-1,"exp1","6 squares",24,36,23,5.84074359258183
-0.585365853658537,"exp1","6 squares",25,41,24.4146341463415,5.17675385621191
-0.15909090909091,"exp1","6 squares",26,44,25.8409090909091,4.96004117489559
-0.0857142857142854,"exp1","6 squares",27,35,26.9142857142857,6.55012989799991
-0.625,"exp1","6 squares",28,40,27.375,9.08841894799965
-0.815789473684209,"exp1","6 squares",29,38,28.1842105263158,4.51935933726736
-1.3469387755102,"exp1","6 squares",30,49,28.6530612244898,6.30658062532094
-1.62222222222222,"exp1","6 squares",31,45,29.3777777777778,4.61365999894429
-2.04081632653061,"exp1","6 squares",32,49,29.9591836734694,5.33447585551394
-3.27083333333333,"exp1","6 squares",33,48,29.7291666666667,6.97332175595367
-2.93617021276596,"exp1","6 squares",34,47,31.063829787234,5.86961318375577
-2.48275862068966,"exp1","6 squares",35,58,32.5172413793103,6.15085610732315
-2,"exp1","6 squares",36,51,34,7.30479294709987
1.59459459459459,"exp1","8 squares",14,37,15.5945945945946,7.40667664063032
2.41860465116279,"exp1","8 squares",15,43,17.4186046511628,5.38177063330477
-0.567567567567568,"exp1","8 squares",16,37,15.4324324324324,5.89510409172325
