"experiment","version","segment","n_participants","lowest_minus_highest","p"
"exp1","raw","low",27,-0.195166750280511,0.763528290131597
"exp1","raw","mid",44,0.0327695420015547,0.379444471370981
"exp1","raw","high",25,-0.339529160856798,0.024083733228576
"exp1","shift_removed","low",26,-0.320327263180104,0.802336304011558
"exp1","shift_removed","mid",44,0.0523253542623253,0.148286876679232
"exp1","shift_removed","high",33,-0.777196431627824,0.362348436509734
