"experiment","level","n_trials","r","sd_true","sd_report","z_forward","z_reverse","raw_forward","raw_reverse"
"exp1","2 squares",1008,0.744419246334983,6.56087921695393,7.81229717455585,0.744419246334985,0.744419246334986,0.886409303161634,0.625173960085228
"exp1","6 squares",1025,0.702721223236471,6.63951491599095,7.75386754996051,0.702721223236474,0.702721223236473,0.820663460880051,0.60172913883288
"exp1","8 squares",999,0.664734218639652,6.58337185038642,7.47674056662088,0.664734218639648,0.664734218639651,0.754939172732948,0.585307528593133
"exp1","12 squares",1002,0.700369287429246,6.60556663144217,7.69027509805178,0.700369287429247,0.700369287429248,0.815377815571512,0.601582639859213
