participant_id,avg_rt,median_rt,overall_corr,corr_2,corr_6,corr_8,corr_12
58ee956a575c01000180b080,3908.873563218391,3825,0.7306482766582656,0.7310546434515852,0.7719718904260656,0.7551961263678459,0.6540256667715426
5b523bdc608e18000184d8a6,1275.9891304347825,1230.5,0.7440147165585277,0.7634973115937818,0.7595406222468033,0.6568449287272535,0.7609511435047774
62b628e4351d179f1ff6cc59,977.3152173913044,961,0.9012358665935084,0.8742627345361851,0.9339108207815187,0.8508534873042535,0.9195182593111226
636da58a0d76bbb9167dbf3e,2439.4666666666662,2383,0.7940039800277833,0.8545587723778149,0.7639396002222556,0.7993178044242208,0.7666911552064176
653703627539f3a8b2ed4af3,1782.9021739130433,1730.5,0.8492134579456737,0.9586958185544825,0.8133822948178662,0.8147396588857252,0.8904566496224672
653feb348f4df4e625de5909,4280.369047619049,4220.5,0.7879993123031329,0.7767665616254078,0.844169306800323,0.8378961123788712,0.850903143396026
659daa1ed4e13d6428103c1f,2235.7934782608695,2115,0.6220600808760245,0.6863437128830687,0.5295608627865288,0.5717491798734282,0.7722128067301826
663299ea88551960f4132bb7,4055.6105263157897,4046,0.8233011177717573,0.7887609086520334,0.868103631058931,0.7980712919594073,0.8555599132262554
66a337531d9c242e4a71267a,1736.0631578947368,1717,0.5750773561801056,0.6943528191269009,0.5945827812447624,0.4563213624123912,0.7121556043560773
66a9f9fffd341dfea501d53b,3807.5760869565215,3773.5,0.7613001669713837,0.7662119561597485,0.86995685908121545,0.6232408552649769,0.895185881714746
66ea6bd034571ff4a00f2171,3928.791208791209,4008,0.8090787782575718,0.9437112550369098,0.9121377352254518,0.9245604138555982,0.7061074898012328
66f23f43364a3d1b7b018f27,3856.5555555555557,3907,0.6506178642536379,0.8196435490148115,0.06181412302315879,0.7380971937261618,0.6571198169678613
671d0d96e4bdbdca47815da2,2002.1397849462367,1837,0.8701330777929892,0.9243719235916358,0.9297851827397703,0.86083475992905,0.9103628767876585
677ad429ed36352f4c58ea48,4915.714285714285,4876,0.8013214128157874,0.9392998105870012,0.9413529027731483,0.8142985085996608,0.3151566161373073
678f6e1f6a3d68ee8c1533f5,1973.6458333333335,1971,0.7542983017889838,0.8448195878432118,0.7678558459457377,0.7908973160428149,0.6820683965097213
67ad12becac3e4abb99c57b0,2324.1684210526314,2200,0.777116618802401,0.873530782036149,0.8751368044504274,0.6605431192194048,0.8290590514978736
67b6e6cd3ff52d5036ecc0f9,3090.5054945054944,3023,0.5101441845850898,0.5531810677838978,0.40008433264571924,0.50602679733473,0.7537974597443519
67d086393f43728f3325b593,2728.4534883720926,2602.5,0.6123340255458918,0.7861338820671748,0.4723523841922905,0.6728413131189114,0.7117472220419366
67d84f3ae6e2db3ba2b69b5e,2733.75,2646.5,0.356495243032801,0.5590431217415817,0.4013739089780437,0.08763221972551456,0.4236653264290794
67de239c06b421f44e118eaf,2216.6170212765956,2121,0.8647888994742868,0.8775953924608892,0.8397055757238338,0.8981869814657991,0.8999725247001291
67e6eddcf224e6f2c2da7497,3133,3072,0.6853421249200978,0.771855647637722,0.7291893449318599,0.565114339504829,0.6985584614341741
67ef4c37f1e3a6b457d0e046,2797.351063829787,2572,0.7322822017761933,0.7975006621244103,0.5986844733282054,0.7040299143797814,0.8381101385966188
67f0130f2e5e1c69ddbcfcdd,3888.0361445783137,3996,0.4872525000615938,0.7768676305832128,0.4270185748689438,0.3241912656937552,0.3327249209139852
