"experiment","term","b","SE","df","t","p"
"exp2","(Intercept)",22.7721918501236,0.20779102265507,161.01577264281,109.591798332525,3.7062207033566e-153
"exp2","meanVal_c",0.809303115148564,0.00595312429543227,14741.4364316703,135.94594619325,0
"exp2","array_length1",-0.782205017150511,0.111068521783475,161.084405797661,-7.04254458950485,5.18164842896141e-11
"exp2","array_length2",1.23109814984401,0.0668972787508465,160.248050605141,18.4028135797442,2.30194754090101e-41
"exp2","condition1",-0.677462193739642,0.20779102265507,161.015772634285,-3.26030540243415,0.00135820326835512
"exp2","meanVal_c:array_length1",0.0576501066785855,0.00845931993374612,14681.7435019213,6.81498124318556,9.79487864835928e-12
"exp2","meanVal_c:array_length2",-0.0541599291756372,0.00841709054236903,14654.0641965362,-6.43451901853887,1.27712005410911e-10
"exp2","meanVal_c:condition1",-0.0647190620605619,0.00595312429543227,14741.4364335339,-10.871444782401,2.00377157399007e-27
"exp2","array_length1:condition1",0.245865370710687,0.111068521783475,161.084405743248,2.21363683213499,0.0282587579205735
"exp2","array_length2:condition1",-0.152404788755321,0.0668972787508465,160.248050571881,-2.278191155173,0.0240363640073671
"exp2","meanVal_c:array_length1:condition1",0.0101969948940241,0.00845931993374612,14681.7435065098,1.20541544401766,0.228062389670669
"exp2","meanVal_c:array_length2:condition1",-0.00963683528582244,0.00841709054236903,14654.0641978634,-1.14491286951395,0.252263951026041
