"experiment","window","contrast","estimate","SE","df","t.ratio","p.value"
"exp2","low","array_length2 - array_length10",-0.206045490057048,0.298237514364893,1152.09030159334,-0.690877170485506,0.768871584603947
"exp2","low","array_length2 - array_length20",-0.146123063338902,0.248958581730362,1166.33029553931,-0.586937242023506,0.827156406981506
"exp2","low","array_length10 - array_length20",0.0599224267181455,0.301054177042839,1154.46391217835,0.199042004023146,0.978396619916761
"exp2","high","array_length2 - array_length10",0.118323518264175,0.369773334574844,430.009345922581,0.319989321026138,0.945130136320252
"exp2","high","array_length2 - array_length20",0.664870885402435,0.392717105522919,436.953478840397,1.69300210266403,0.208998644261219
"exp2","high","array_length10 - array_length20",0.54654736713826,0.372211685262691,429.174804487218,1.46837777742666,0.307210399557952
