"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2","experience","meanVal_c",229926.498106416,229926.498106416,1,6964.52311934419,8842.27467100091,0
"exp2","experience","array_length",4327.55828228104,2163.77914114052,2,76.2108227962535,83.2123728709674,6.84459333265681e-20
"exp2","experience","meanVal_c:array_length",423.035635361998,211.517817680999,2,6930.80366108494,8.13433274176366,0.000296103707664153
"exp2","average","meanVal_c",190018.594730366,190018.594730366,1,7783.09226752859,9621.29231515407,0
"exp2","average","array_length",3429.70369181735,1714.85184590867,2,84.3550144119879,86.828822779586,3.32315191799375e-21
"exp2","average","meanVal_c:array_length",980.754700974801,490.377350487401,2,7742.68304949592,24.82948492733,1.78289110159923e-11
