"experiment","condition","array_length","n","se","signed_err"
"exp2","average","2",86,0.30270687899463,-3.60504031886826
"exp2","average","10",86,0.343666188728843,-2.01917811310856
"exp2","average","20",86,0.375937834832011,-3.69685382946507
"exp2","experience","2",77,0.328938464760433,-2.86118367724958
"exp2","experience","10",77,0.394237473994308,-0.355961945568314
"exp2","experience","20",77,0.393064752010778,-1.92322978449139
