"experiment","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2","meanVal_c",419630.871474437,419630.871474437,1,14741.4364367474,18481.3006397845,0
"exp2","array_length",7728.41430836434,3864.20715418217,2,160.826727869199,170.186654523098,2.01239043469853e-40
"exp2","condition",241.352303564567,241.352303564567,1,161.015772626108,10.6295908749721,0.00135820357280064
"exp2","meanVal_c:array_length",1332.03173673277,666.015868366385,2,14667.5579340604,29.3325404084245,1.93396013829175e-13
"exp2","meanVal_c:condition",2683.54827864494,2683.54827864494,1,14741.4364330298,118.188307606521,2.00377563315e-27
"exp2","array_length:condition",174.225713356614,87.1128566783068,2,160.826727854493,3.83660736924671,0.0235673298037582
"exp2","meanVal_c:array_length:condition",41.8950029675645,20.9475014837823,2,14667.5579367587,0.922565756932627,0.397520913418048
