"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","experience","overall",0.87415701822717,0.00929624261988836,6964.52312001289,0.85593355045295,0.89238048600139,94.0333696064473,0
"exp2","average","overall",0.744404149700413,0.0075891316023764,7783.09226674252,0.729527411579771,0.759280887821055,98.0881856716409,0
