"experiment","condition","contrast","estimate","SE","df","t.ratio","p.value"
"exp2","experience","array_length2 - array_length10",0.091767911178227,0.0227741945157097,6930.43106417819,4.02946901656281,0.000166988531502876
"exp2","experience","array_length2 - array_length20",0.0500103585615476,0.0229210724596473,6939.68913241475,2.18185072489916,0.0743608689777469
"exp2","experience","array_length10 - array_length20",-0.0417575526166794,0.022777527273913,6921.91754275717,-1.83327856946544,0.158836321269957
"exp2","average","array_length2 - array_length10",0.131532589675294,0.0186827980628355,7746.30322682948,7.04030462850975,2.43065567673284e-11
"exp2","average","array_length2 - array_length20",0.07111992230719,0.0186476608246079,7744.0956666977,3.81387901550304,0.000405139635769824
"exp2","average","array_length10 - array_length20",-0.0604126673681035,0.0185848247163462,7737.01012414818,-3.25064499074709,0.00331506584998775
