"experiment","model","term","b","SE","df","t","p"
"exp2","combined","(Intercept)",25.0515560608356,0.0568437739554894,162.712769554723,440.708881863681,2.76796411227737e-252
"exp2","combined","resp_c",0.685782124192878,0.00508375103055645,14840.1373305806,134.896874388795,0
"exp2","combined","array_length1",0.577437028281668,0.0859723778845492,161.098404319877,6.71654131815567,3.03575914132307e-10
"exp2","combined","array_length2",-0.871860437679389,0.0613877034388547,165.107262199044,-14.2025257313593,1.99525595775693e-30
"exp2","combined","condition1",0.00822312100000193,0.0568437739554894,162.712769558347,0.144661770811363,0.885156952273115
"exp2","combined","resp_c:array_length1",0.00611624801985794,0.00709459359753369,14796.4193901644,0.862099842052144,0.388646549654533
"exp2","combined","resp_c:array_length2",0.00415518809839247,0.0073082755449547,14792.9341884783,0.568559309625513,0.569663876060464
"exp2","combined","resp_c:condition1",0.0510135363967713,0.00508375103055645,14840.1373309622,10.0346252383621,1.2769580308322e-23
"exp2","combined","array_length1:condition1",-0.110041619975558,0.0859723778845492,161.098404335416,-1.27996482920748,0.202397608934359
"exp2","combined","array_length2:condition1",-0.0188145399878703,0.0613877034388547,165.107262191306,-0.306487112791417,0.759619947424458
"exp2","combined","resp_c:array_length1:condition1",-0.00143133943468761,0.00709459359753369,14796.4193908718,-0.201750729623919,0.840114374917048
"exp2","combined","resp_c:array_length2:condition1",-0.00303179990782877,0.00730827554495471,14792.9341894595,-0.414844772775676,0.67826155706345
"exp2","experience","(Intercept)",25.0431812642586,0.0801498741299132,77.4255175554709,312.454405401394,8.06682470468698e-122
"exp2","experience","resp_c",0.634955224426204,0.00679174665294201,7015.07808147224,93.4892387588041,0
"exp2","experience","array_length1",0.687696869137557,0.126440559423068,76.014839428866,5.43889454677699,6.27306620238104e-07
"exp2","experience","array_length2",-0.853361403079986,0.087656209273973,79.154466094653,-9.73532177752258,3.52608127858723e-15
"exp2","experience","resp_c:array_length1",0.00752917476688886,0.0095230251352851,6992.58846172015,0.790628467312498,0.429187642616369
"exp2","experience","resp_c:array_length2",0.00721249724479377,0.00971026587827735,6991.55703876759,0.742770314964157,0.457645705511933
"exp2","average","(Intercept)",25.0598645768834,0.0801217215676457,85.3224776091717,312.772417848333,2.52147403828219e-132
"exp2","average","resp_c",0.736632585963598,0.00757051441312926,7824.72352912875,97.3028443993295,0
"exp2","average","array_length1",0.467494321506948,0.116818815416188,85.0356122163155,4.00187521026827,0.00013374696741619
"exp2","average","array_length2",-0.890560862132662,0.0855834611592151,85.9391574041229,-10.4057588939516,6.93528038640602e-17
"exp2","average","resp_c:array_length1",0.0046424419067413,0.0105228762895736,7801.56081246138,0.441176136541792,0.659097713446691
"exp2","average","resp_c:array_length2",0.00120304100888242,0.0109318636482328,7799.92385451663,0.1100490316742,0.912373320553452
