"window","experiment","array_length","high","low"
15.5978212601824,"exp2","2",33.4497675947632,17.8519463345809
15.3482305589653,"exp2","10",33.1267495544929,17.7785189955276
14.9255019507148,"exp2","20",32.8886318380776,17.9631298873628
