"experiment","tail_prop","condition","variance_level","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp4",0.1,"average","3",706,14.018147629609,7.55832422414171,0.539181382865241
"exp4",0.1,"average","5",708,12.8160796274071,7.3674250938174,0.574857936904684
"exp4",0.1,"average","7",710,12.5374970618701,7.08838593684349,0.565374883189497
"exp4",0.1,"experience","3",699,14.6864260430147,7.70646835331238,0.524734086478295
"exp4",0.1,"experience","5",701,13.5949938948164,7.08710593362596,0.521302619806851
"exp4",0.1,"experience","7",702,13.3348246533377,7.08253567816139,0.531130769416501
