"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","experience","overall",0.971571031869761,0.0199365435502126,144.287518903272,0.932165622365595,1.01097644137393,48.7331733017181,1.69467430035995e-91
"exp4","average","overall",0.921595556785752,0.0187639592356638,149.177431831046,0.884518087123009,0.958673026448496,49.1151971292988,5.32075068476394e-94
