"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp4","compression","condition",1,98,9.31666436588142,0.909670524411643,0.00754138547923546,0.342548495650576
"exp4","compression","variance_level",1.90045143761904,186.244240886666,1.08622524047148,110.972676984059,0.170395457328351,1.89460107174581e-31
"exp4","compression","condition:variance_level",1.90045143761904,186.244240886666,1.08622524047148,2.37912930157494,0.00438410247453867,0.0982397101170254
