"experiment","model","term","b","SE","df","t","p"
"exp4","combined","(Intercept)",24.3406264082796,0.027831016329063,20964.6619976487,874.586329169065,0
"exp4","combined","resp_c",0.625352023929088,0.0144441325763179,97.5286841842505,43.2945364233498,1.74741556016326e-65
"exp4","combined","variance_level1",0.187366349175269,0.0396166855071621,21000.8069828594,4.72948069169987,2.26557160561813e-06
"exp4","combined","variance_level2",-0.111618755394398,0.0394037273775177,20978.5964951301,-2.83269535201595,0.0046201346219128
"exp4","combined","condition1",0.00819103281434941,0.027831016329063,20964.6619971721,0.294313104397692,0.768521573863002
"exp4","combined","resp_c:variance_level1",0.000295812768064128,0.00483219435788505,20996.8534158977,0.0612170674760688,0.951186919992868
"exp4","combined","resp_c:variance_level2",0.0150093448674925,0.00503592873580435,20979.3749963147,2.98045219758162,0.00288153110574416
"exp4","combined","resp_c:condition1",0.0119178315163599,0.0144441325763179,97.5286841825629,0.825098458034096,0.411329280776855
"exp4","combined","variance_level1:condition1",-0.0170128584830855,0.0396166855071621,21000.8069823988,-0.429436694798958,0.667609859864486
"exp4","combined","variance_level2:condition1",-0.0476132931510694,0.0394037273775177,20978.5964945924,-1.20834490338687,0.226928243400565
"exp4","combined","resp_c:variance_level1:condition1",-0.0112345071501204,0.00483219435788505,20996.8534152237,-2.32492865933428,0.0200852585778235
"exp4","combined","resp_c:variance_level2:condition1",0.00831214203176467,0.00503592873580435,20979.3749953667,1.65056784316012,0.0988418182187596
"exp4","experience","(Intercept)",24.3324379179304,0.0393586360327758,10419.0991410808,618.223606571824,0
"exp4","experience","resp_c",0.613352266871077,0.0201410375164452,48.0334655678793,30.4528635314975,4.61425716296359e-33
"exp4","experience","variance_level1",0.204405119349153,0.0559861390258747,10435.1518230761,3.65099510174626,0.000262503280341046
"exp4","experience","variance_level2",-0.0640628652287864,0.0557052605575858,10426.2000463991,-1.15003259274877,0.250156824701861
"exp4","experience","resp_c:variance_level1",0.011534624749328,0.00666956381549452,10435.6385955646,1.72944214470685,0.0837595635838227
"exp4","experience","resp_c:variance_level2",0.00669777989286844,0.00692028552955544,10427.0985500657,0.967847332926262,0.333143068478662
"exp4","average","(Intercept)",24.3487264060121,0.0394008062934158,5321.00650755647,617.975333415473,0
"exp4","average","resp_c",0.637337250248454,0.0206974134320729,49.4101550747116,30.7930868917577,6.60044940957358e-34
"exp4","average","variance_level1",0.170394249843742,0.0560612523278446,10565.3008155851,3.03942995863313,0.00237606090330028
"exp4","average","variance_level2",-0.159159898214351,0.0557393475599453,10552.2861845671,-2.85543166868218,0.00430622181807009
"exp4","average","resp_c:variance_level1",-0.0109561845272261,0.00699587695702099,10560.4706347324,-1.56609165577598,0.117357123525648
"exp4","average","resp_c:variance_level2",0.0233305845772681,0.00732020345460761,10552.2381231654,3.18714974548733,0.0014410127410589
